_RAJ2000;_DEJ2000;;_1;HD;RAJ2000;DEJ2000;Vmag;B-V;SpType
340.6537;-47.2106;999.0000;+99.0000;214953;22 42 36.9;-47 12 38; 5.98; 0.58;  G0V
340.6671;-46.8847;999.0000;+99.0000;214952;22 42 40.1;-46 53 05; 2.10; 1.60;  M5III
340.5921;-29.3608;999.0000;+99.0000;214966;22 42 22.1;-29 21 39; 6.17; 1.54;  M5III
340.3808;+30.9658;999.0000;+99.0000;214979;22 41 31.4;+30 57 57; 6.34;     ;  K5
340.6796;-44.2478;999.0000;+99.0000;214987;22 42 43.1;-44 14 52; 6.07; 0.98;  K0III
340.3692;+40.2256;999.0000;+99.0000;214993;22 41 28.6;+40 13 32; 5.25;-0.14;  B2III
340.4392;+29.3075;999.0000;+99.0000;214994;22 41 45.4;+29 18 27; 4.79;-0.01;  A1IV
340.4892;+14.5164;999.0000;+99.0000;214995;22 41 57.4;+14 30 59; 5.90; 1.11; gK0
340.4004;+41.5494;999.0000;+99.0000;215030;22 41 36.1;+41 32 58; 5.94;     ;  G9III
340.8750;-41.4144;999.0000;+99.0000;215104;22 43 30.0;-41 24 52; 4.85; 1.03;  K0III
340.7646; -8.3117;999.0000;+99.0000;215114;22 43 03.5;-08 18 42; 6.45; 0.17;  A5V
341.0687;-60.4994;999.0000;+99.0000;215121;22 44 16.5;-60 29 58; 6.30; 0.56;  F3V
340.8096; -6.9628;999.0000;+99.0000;215143;22 43 14.3;-06 57 46; 6.41;-0.04;  A0Vn
340.5867;+53.9089;999.0000;+99.0000;215159;22 42 20.8;+53 54 32; 6.12; 1.62;  K2
340.8971;-18.8303;999.0000;+99.0000;215167;22 43 35.3;-18 49 49; 4.69; 1.37;  K4III
340.7504;+30.2214;999.0000;+99.0000;215182;22 43 00.1;+30 13 17; 2.94; 0.86;  G2II-III+F0V
340.7312;+37.8028;999.0000;+99.0000;215191;22 42 55.5;+37 48 10; 6.43;-0.09;  B1V
340.7687;+47.1686;999.0000;+99.0000;215242;22 43 04.5;+47 10 07; 6.39; 0.47;  A1V+G:
340.9279;+10.9392;999.0000;+99.0000;215243;22 43 42.7;+10 56 21; 6.51; 0.46;  G8IV
341.0217;+39.4656;999.0000;+99.0000;215359;22 44 05.2;+39 27 56; 5.95; 1.48;  K5III+K2III
341.4079;-53.5003;999.0000;+99.0000;215369;22 45 37.9;-53 30 01; 4.85; 1.18;  K2IIICNIV
341.0229;+41.8192;999.0000;+99.0000;215373;22 44 05.5;+41 49 09; 5.08; 0.96;  K0III
341.4196;-46.5475;999.0000;+99.0000;215405;22 45 40.7;-46 32 51; 5.51; 1.32;  K2III
341.5333;-48.9789;999.0000;+99.0000;215456;22 46 08.0;-48 58 44; 6.62; 0.63;  F9V
341.6179;-49.6858;999.0000;+99.0000;215504;22 46 28.3;-49 41 09; 6.48; 1.14;  K1III
341.3675;+19.3667;999.0000;+99.0000;215510;22 45 28.2;+19 22 00; 6.25; 1.05; gG6
341.2050;+52.5172;999.0000;+99.0000;215518;22 44 49.2;+52 31 02; 6.55;     ;  K2
341.6821;-46.9394;999.0000;+99.0000;215545;22 46 43.7;-46 56 22; 6.56; 0.30;  A9IIIm:
342.5954;-80.1242;999.0000;+99.0000;215573;22 50 22.9;-80 07 27; 5.35;-0.15;  B6IV
342.4204;-77.0506;999.0000;+99.0000;215631;22 49 40.9;-77 03 02; 6.73; 0.11;  A4V
341.6733;+12.1728;999.0000;+99.0000;215648;22 46 41.6;+12 10 22; 4.19; 0.50;  F6III-IV
341.5425;+44.5461;999.0000;+99.0000;215664;22 46 10.2;+44 32 46; 5.76; 0.36;  F0III-IV
341.6329;+23.5656;999.0000;+99.0000;215665;22 46 31.9;+23 33 56; 3.95; 1.07;  G8IIIa*
341.8296;-34.1611;999.0000;+99.0000;215669;22 47 19.1;-34 09 40; 6.28; 1.16;  K1III
342.0892;-61.6842;999.0000;+99.0000;215682;22 48 21.4;-61 41 03; 6.37; 1.06;  K0III
341.8879;-19.6133;999.0000;+99.0000;215721;22 47 33.1;-19 36 48; 5.26; 0.94;  G7III
341.9462;-38.2219;999.0000;+99.0000;215724;22 47 47.1;-38 13 19; 6.71; 0.48;  F4IV
342.3225;-70.3478;999.0000;+99.0000;215729;22 49 17.4;-70 20 52; 6.34; 0.07;  A2V
341.9283;-14.0564;999.0000;+99.0000;215766;22 47 42.8;-14 03 23; 5.66;-0.05;  A0V
341.9842;-25.9119;999.0000;+99.0000;215782;22 47 56.2;-25 54 43; 6.30; 0.91;  G5III
342.1387;-51.3169;999.0000;+99.0000;215789;22 48 33.3;-51 19 01; 3.49; 0.08;  A3V
342.1258;-10.5556;999.0000;+99.0000;215874;22 48 30.2;-10 33 20; 6.19; 0.28;  A9III-IV
341.8467;+58.4828;999.0000;+99.0000;215907;22 47 23.2;+58 28 58; 6.36;-0.04;  B9.5IV
342.0454;+37.4167;999.0000;+99.0000;215943;22 48 10.9;+37 25 00; 5.90; 1.03; gG8
342.3979;-13.5925;999.0000;+99.0000;216032;22 49 35.5;-13 35 33; 4.01; 1.57;  M0III
342.4962;-32.8053;999.0000;+99.0000;216042;22 49 59.1;-32 48 19; 6.33; 0.31;  F0V+F3V
342.3846;+10.4789;999.0000;+99.0000;216048;22 49 32.3;+10 28 44; 6.54; 0.29;  F0IV-V
342.1992;+54.4150;999.0000;+99.0000;216057;22 48 47.8;+54 24 54; 6.12;-0.07;  B5Vne
342.1842;+62.9383;999.0000;+99.0000;216102;22 48 44.2;+62 56 18; 6.06; 1.20;  K0
342.5008;+24.6017;999.0000;+99.0000;216131;22 50 00.2;+24 36 06; 3.48; 0.93;  G8+III
342.7592;-39.1569;999.0000;+99.0000;216149;22 51 02.2;-39 09 25; 5.42; 1.43;  M0III
342.9371;-59.8814;999.0000;+99.0000;216169;22 51 44.9;-59 52 53; 6.46; 1.13;  K1IIICNII
342.2529;+68.5703;999.0000;+99.0000;216172;22 49 00.7;+68 34 13; 6.19;     ;  F5V
342.4425;+55.9028;999.0000;+99.0000;216174;22 49 46.2;+55 54 10; 5.43; 1.17;  K1III
343.0412;-63.1886;999.0000;+99.0000;216187;22 52 09.9;-63 11 19; 6.12; 1.03;  K0III
342.5908;+41.9536;999.0000;+99.0000;216200;22 50 21.8;+41 57 13; 5.92; 0.08;  B3IV:
342.6629;+19.1408;999.0000;+99.0000;216201;22 50 39.1;+19 08 27; 6.40;     ;  K0
342.5425;+50.6769;999.0000;+99.0000;216206;22 50 10.2;+50 40 37; 6.21; 1.14;  G4Ib
342.8371;-29.5361;999.0000;+99.0000;216210;22 51 20.9;-29 32 10; 5.97; 0.91;  G8/K0III
342.4200;+66.2006;999.0000;+99.0000;216228;22 49 40.8;+66 12 02; 3.52; 1.05;  K0-III
344.7875;+59.8147;999.0000;+99.0000;217348;22 59 09.0;+59 48 53; 6.43; 0.03;  B9III
343.1317;-32.8756;999.0000;+99.0000;216336;22 52 31.6;-32 52 32; 4.46;-0.04;  A0III*
342.8450;+61.6969;999.0000;+99.0000;216380;22 51 22.8;+61 41 49; 5.60; 0.78;  G8III-IV+G2IV
343.1004; +9.8356;999.0000;+99.0000;216385;22 52 24.1;+09 50 08; 5.16; 0.48;  F7IV
343.1537; -7.5797;999.0000;+99.0000;216386;22 52 36.9;-07 34 47; 3.74; 1.64;  M2.5IIIaFe-1
343.0083;+43.3125;999.0000;+99.0000;216397;22 52 02.0;+43 18 45; 4.94; 1.56;  M0III
343.4079;-48.5981;999.0000;+99.0000;216435;22 53 37.9;-48 35 53; 6.04; 0.62;  G0V
343.6642;-70.0736;999.0000;+99.0000;216437;22 54 39.4;-70 04 25; 6.05; 0.66;  G2-3IV
341.8708;+83.1539;999.0000;+99.0000;216446;22 47 29.0;+83 09 14; 4.74; 1.26;  K3III
343.2596;+16.8411;999.0000;+99.0000;216489;22 53 02.3;+16 50 28; 5.64; 1.12;  K1-2II-III
343.3696;-11.6167;999.0000;+99.0000;216494;22 53 28.7;-11 37 00; 5.80;-0.08;  B9III
343.2179;+50.4119;999.0000;+99.0000;216523;22 52 52.3;+50 24 43; 6.46;-0.04;  B8V
343.2971;+40.1672;999.0000;+99.0000;216538;22 53 11.3;+40 10 02; 6.34;-0.08;  B7III-IV
343.2658;+60.1011;999.0000;+99.0000;216595;22 53 03.8;+60 06 04; 6.01; 1.75;sgK2
343.4171;+44.7492;999.0000;+99.0000;216608;22 53 40.1;+44 44 57; 5.81; 0.26;  A3Vm+F6V
343.6625;-15.8208;999.0000;+99.0000;216627;22 54 39.0;-15 49 15; 3.27; 0.05;  A3V
343.6421; -7.2047;999.0000;+99.0000;216637;22 54 34.1;-07 12 17; 6.19; 1.28;  K3III
343.6896;-16.2719;999.0000;+99.0000;216640;22 54 45.5;-16 16 19; 5.56; 1.14;  K2.5IIIb
343.5292;+40.3769;999.0000;+99.0000;216646;22 54 07.0;+40 22 37; 5.81; 1.13;  K0III
343.8121;-36.3886;999.0000;+99.0000;216666;22 55 14.9;-36 23 19; 6.40; 1.31;  K2III
343.6487;+16.9417;999.0000;+99.0000;216672;22 54 35.7;+16 56 30; 6.12; 1.77;  S4+/1+
343.7479; +1.0647;999.0000;+99.0000;216701;22 54 59.5;+01 03 53; 6.11; 0.20;  A7III
343.7958; -4.9878;999.0000;+99.0000;216718;22 55 11.0;-04 59 16; 5.72; 0.88;  K0III-IV
343.8071; +8.8158;999.0000;+99.0000;216735;22 55 13.7;+08 48 57; 4.90; 0.00;  A1V
343.7608;+37.0769;999.0000;+99.0000;216756;22 55 02.6;+37 04 37; 5.91; 0.42;  F5II
343.9642;-31.6331;999.0000;+99.0000;216761;22 55 51.4;-31 37 59; 6.10; 1.36;  K3III
343.9871;-32.5397;999.0000;+99.0000;216763;22 55 56.9;-32 32 23; 4.21; 0.97;  G8III
344.1000;-31.5656;999.0000;+99.0000;216803;22 56 24.0;-31 33 56; 6.48; 1.10;  K4V
344.1992;-47.9692;999.0000;+99.0000;216823;22 56 47.8;-47 58 09; 5.70; 0.22;  Am
343.9354;+36.3517;999.0000;+99.0000;216831;22 55 44.5;+36 21 06; 5.74;-0.05;  B7III
344.2146;+11.8483;999.0000;+99.0000;216900;22 56 51.5;+11 50 54; 6.51; 0.18;  A3V s
344.0983;+41.6039;999.0000;+99.0000;216916;22 56 23.6;+41 36 14; 5.59;-0.14;  B2IV
344.1083;+49.7336;999.0000;+99.0000;216946;22 56 26.0;+49 44 01; 4.95; 1.78;  K5Ib
344.3217; -4.8100;999.0000;+99.0000;216953;22 57 17.2;-04 48 36; 6.31; 0.94;  G9III
344.4129;-29.6222;999.0000;+99.0000;216956;22 57 39.1;-29 37 20; 1.16; 0.09;  A3V
344.3662;+20.7689;999.0000;+99.0000;217014;22 57 27.9;+20 46 08; 5.49; 0.67;  G2.5IVa
344.3867; +3.8103;999.0000;+99.0000;217019;22 57 32.8;+03 48 37; 6.28; 1.12;  K1III
344.2687;+48.6842;999.0000;+99.0000;217050;22 57 04.5;+48 41 03; 5.43;-0.09;  B4IIIep
344.6458;-35.5231;999.0000;+99.0000;217096;22 58 35.0;-35 31 23; 6.13; 0.58;  F8III-IV
344.4196;+39.3089;999.0000;+99.0000;217101;22 57 40.7;+39 18 32; 6.18;-0.15;  B2IV-V
344.5646; -2.3953;999.0000;+99.0000;217107;22 58 15.5;-02 23 43; 6.16; 0.74;  G8IV
344.5987; -1.4103;999.0000;+99.0000;217131;22 58 23.7;-01 24 37; 6.37; 0.35;  F0-2V
342.7592;+85.3736;999.0000;+99.0000;217157;22 51 02.2;+85 22 25; 5.90; 1.32;  K5
344.6462; +9.3569;999.0000;+99.0000;217166;22 58 35.1;+09 21 25; 6.43; 0.64;  G2V+G4V
344.6775; +7.3397;999.0000;+99.0000;217186;22 58 42.6;+07 20 23; 6.33; 0.06;  A1V
344.7992;+11.7289;999.0000;+99.0000;217232;22 59 11.8;+11 43 44; 5.75; 0.32;  A8V+F6V
344.8992;-29.4622;999.0000;+99.0000;217236;22 59 35.8;-29 27 44; 5.51; 0.25;  A5n
344.8987;-13.0708;999.0000;+99.0000;217251;22 59 35.7;-13 04 15; 6.07; 1.45;  K5III
344.8642; +0.9628;999.0000;+99.0000;217264;22 59 27.4;+00 57 46; 5.43; 0.98; gK1
345.0242;-25.1642;999.0000;+99.0000;217303;23 00 05.8;-25 09 51; 5.65; 1.25; gK0
344.7929;+52.6544;999.0000;+99.0000;217314;22 59 10.3;+52 39 16; 6.29; 1.42;  K2
345.1025;-25.6267;999.0000;+99.0000;217358;23 00 24.6;-25 37 36; 6.29; 1.13;  K1III
345.2200;-52.7542;999.0000;+99.0000;217364;23 00 52.8;-52 45 15; 4.12; 0.98;  G8-K0III
343.6033;+84.3461;999.0000;+99.0000;217382;22 54 24.8;+84 20 46; 4.71; 1.43;  K4III
345.2812;-50.9500;999.0000;+99.0000;217403;23 01 07.5;-50 57 00; 5.68; 1.42;  K3III
345.1579; +0.1858;999.0000;+99.0000;217428;23 00 37.9;+00 11 09; 6.21; 0.89;  G4III
345.1787; +3.0117;999.0000;+99.0000;217459;23 00 42.9;+03 00 42; 5.83; 1.34;  K4III
345.0212;+56.9453;999.0000;+99.0000;217476;23 00 05.1;+56 56 43; 5.00; 1.42;  G40
345.1771;+31.0831;999.0000;+99.0000;217477;23 00 42.5;+31 04 59; 6.60;-0.04;  B9IIIpMn
345.3308;-28.8536;999.0000;+99.0000;217484;23 01 19.4;-28 51 13; 5.55; 1.35;  K3III
345.1433;+45.3750;999.0000;+99.0000;217491;23 00 34.4;+45 22 30; 6.50;     ;  A3V
345.3458;-22.7908;999.0000;+99.0000;217498;23 01 23.0;-22 47 27; 6.28; 0.13;  A5V
345.3483; -7.0611;999.0000;+99.0000;217531;23 01 23.6;-07 03 40; 6.21; 1.41;  K5III
345.2279;+38.7081;999.0000;+99.0000;217543;23 00 54.7;+38 42 29; 6.54;-0.11;  B3Vpe
345.3821; -4.7114;999.0000;+99.0000;217563;23 01 31.7;-04 42 41; 5.94; 1.00;  K0
345.6417;-36.4208;999.0000;+99.0000;217642;23 02 34.0;-36 25 15; 6.47; 0.94;  K1III
345.3779;+57.1056;999.0000;+99.0000;217673;23 01 30.7;+57 06 20; 6.20; 1.50;  K1.5II
345.4804;+42.3261;999.0000;+99.0000;217675;23 01 55.3;+42 19 34; 3.62;-0.09;  B6IIIpe+A2p
345.6358; -6.5742;999.0000;+99.0000;217701;23 02 32.6;-06 34 27; 6.15; 1.58;  M2III
345.6846;-20.8706;999.0000;+99.0000;217703;23 02 44.3;-20 52 14; 5.97; 0.94;  K0III-IV
345.6379;+31.7806;999.0000;+99.0000;217754;23 02 33.1;+31 46 50; 6.57; 0.35;  F2IV
345.6512;+42.7578;999.0000;+99.0000;217782;23 02 36.3;+42 45 28; 5.10; 0.09;  A3Vn
345.8742;-34.7494;999.0000;+99.0000;217792;23 03 29.8;-34 44 58; 5.11; 0.29;  F0V+F3V
345.6883;+44.0589;999.0000;+99.0000;217811;23 02 45.2;+44 03 32; 6.39; 0.00;  B2V
346.2175;-68.8203;999.0000;+99.0000;217831;23 04 52.2;-68 49 13; 5.52; 0.36;  F4III
345.6825;+55.2364;999.0000;+99.0000;217833;23 02 43.8;+55 14 11; 6.50;-0.08;  B9IIIHe wk
345.9979;-41.4783;999.0000;+99.0000;217842;23 03 59.5;-41 28 42; 5.79; 1.08;  K0III
345.9887; -4.7953;999.0000;+99.0000;217877;23 03 57.3;-04 47 43; 6.68; 0.58;  F8V
345.9692; +3.8200;999.0000;+99.0000;217891;23 03 52.6;+03 49 12; 4.53;-0.12;  B6Ve
346.1650;-53.9650;999.0000;+99.0000;217902;23 04 39.6;-53 57 54; 5.37; 1.45;  K5III
345.9437;+28.0828;999.0000;+99.0000;217906;23 03 46.5;+28 04 58; 2.42; 1.67;  M2.5II-III
346.0042; +6.6167;999.0000;+99.0000;217926;23 04 01.0;+06 37 00; 6.41; 0.39;  F2V
345.8487;+60.4453;999.0000;+99.0000;217943;23 03 23.7;+60 26 43; 6.74;-0.02;  B2V
345.8400;+58.5647;999.0000;+99.0000;217944;23 03 21.6;+58 33 53; 6.43; 0.90;  G8IV
345.8871;+67.2092;999.0000;+99.0000;218029;23 03 32.9;+67 12 33; 5.24; 1.26;  K3III
346.0458;+50.0522;999.0000;+99.0000;218031;23 04 11.0;+50 03 08; 4.65; 1.06;  K0IIIbFe-0.5
346.1904;+15.2053;999.0000;+99.0000;218045;23 04 45.7;+15 12 19; 2.49;-0.04;  B9V
346.2908; -7.6936;999.0000;+99.0000;218060;23 05 09.8;-07 41 37; 5.43; 0.30;  F2IV+F0V
346.3033;-17.0792;999.0000;+99.0000;218061;23 05 12.8;-17 04 45; 6.14; 1.37;  K0
346.2762;+16.5631;999.0000;+99.0000;218101;23 05 06.3;+16 33 47; 6.44; 0.83;  G8IV
346.3233; +1.3069;999.0000;+99.0000;218103;23 05 17.6;+01 18 25; 6.39; 0.94;  G9III
347.0987;-79.4808;999.0000;+99.0000;218108;23 08 23.7;-79 28 51; 6.12; 0.14;  A3-4V
346.7200;-43.5206;999.0000;+99.0000;218227;23 06 52.8;-43 31 14; 4.28; 0.42;  F5mDel Del
346.5758;+18.5175;999.0000;+99.0000;218235;23 06 18.2;+18 31 03; 6.13; 0.44;  F6V s
346.6704;-23.7431;999.0000;+99.0000;218240;23 06 40.9;-23 44 35; 4.47; 0.90;  G9III
346.7233;-38.8922;999.0000;+99.0000;218242;23 06 53.6;-38 53 32; 5.61; 0.01;  A1V
346.7896;-49.6067;999.0000;+99.0000;218255;23 07 09.5;-49 36 24; 6.33; 1.45;  K4III
346.6329;+19.9108;999.0000;+99.0000;218261;23 06 31.9;+19 54 39; 6.30; 0.49;  F7V
346.8112;-50.6864;999.0000;+99.0000;218269;23 07 14.7;-50 41 11; 5.83; 0.48;  F6-7IV-V
347.1487;-73.5864;999.0000;+99.0000;218288;23 08 35.7;-73 35 11; 6.15; 1.42;  K3III
346.7512; +9.4094;999.0000;+99.0000;218329;23 07 00.3;+09 24 34; 4.52; 1.57;  M1IIIab
349.2075;-41.1944;999.0000;+99.0000;219531;23 16 49.8;-41 11 40; 6.47; 1.08;  K0III
346.7783;+25.4683;999.0000;+99.0000;218356;23 07 06.8;+25 28 06; 4.76; 1.34;  G8Ib
346.6537;+59.4197;999.0000;+99.0000;218376;23 06 36.9;+59 25 11; 4.85;-0.03;  B0.5IV
346.8654;+32.8258;999.0000;+99.0000;218395;23 07 27.7;+32 49 33; 6.02; 0.12;  A4Vn
346.8696;+21.1342;999.0000;+99.0000;218396;23 07 28.7;+21 08 03; 5.99; 0.26;  A5V
346.8254;+46.0681;999.0000;+99.0000;218407;23 07 18.1;+46 04 05; 6.66;-0.05;  B2V
346.7921;+52.8164;999.0000;+99.0000;218416;23 07 10.1;+52 48 59; 6.11; 1.05;  K0III
347.0875;-28.8233;999.0000;+99.0000;218434;23 08 21.0;-28 49 24; 5.60; 0.88;  G9III
346.7933;+59.7275;999.0000;+99.0000;218440;23 07 10.4;+59 43 39; 6.40;-0.01;  B2V
346.9137;+46.3872;999.0000;+99.0000;218452;23 07 39.3;+46 23 14; 5.33; 1.41;  K5III
346.9392;+49.2958;999.0000;+99.0000;218470;23 07 45.4;+49 17 45; 5.70; 0.44;  F5V
347.0512;+44.5617;999.0000;+99.0000;218525;23 08 12.3;+44 33 42; 6.56; 0.17;  A2IV
347.1704; +2.1278;999.0000;+99.0000;218527;23 08 40.9;+02 07 40; 5.40; 0.91;  G8III-IV
346.9487;+63.6333;999.0000;+99.0000;218537;23 07 47.7;+63 38 00; 6.26;-0.02;  B3V
347.5487;-66.8575;999.0000;+99.0000;218558;23 10 11.7;-66 51 27; 6.47; 0.95;  K0III
348.0500;-80.9128;999.0000;+99.0000;218559;23 12 12.0;-80 54 46; 6.41; 1.50;  K4III
346.9883;+64.2225;999.0000;+99.0000;218560;23 07 57.2;+64 13 21; 6.21; 1.10;  K0
347.3617;-21.1725;999.0000;+99.0000;218594;23 09 26.8;-21 10 21; 3.66; 1.22;  K1III
347.4358;-28.0886;999.0000;+99.0000;218619;23 09 44.6;-28 05 19; 5.87; 1.31;  K2III
347.4887;-42.8606;999.0000;+99.0000;218630;23 09 57.3;-42 51 38; 5.81; 0.48;  F4IV
347.3812; +8.6772;999.0000;+99.0000;218634;23 09 31.5;+08 40 38; 5.12; 1.47;  M4IIIS+A2V
347.4567;-14.5106;999.0000;+99.0000;218639;23 09 49.6;-14 30 38; 6.42; 0.01;  A0Vn
347.4783;-22.4575;999.0000;+99.0000;218640;23 09 54.8;-22 27 27; 4.69; 0.65;  G2IV+A2V
347.5408;-40.5917;999.0000;+99.0000;218655;23 10 09.8;-40 35 30; 5.83; 1.62;  M4III
346.9746;+75.3875;999.0000;+99.0000;218658;23 07 53.9;+75 23 15; 4.41; 0.80;  G2III
347.5900;-45.2467;999.0000;+99.0000;218670;23 10 21.6;-45 14 48; 3.90; 1.02;  K1III
347.5062; +9.8219;999.0000;+99.0000;218700;23 10 01.5;+09 49 19; 5.39;-0.08;  B9III
347.4337;+59.3331;999.0000;+99.0000;218753;23 09 44.1;+59 19 59; 5.70; 0.33;  A5III
347.6942;-29.5250;999.0000;+99.0000;218759;23 10 46.6;-29 31 30; 6.51; 0.27;  F1III-IV
347.6775;+17.5944;999.0000;+99.0000;218792;23 10 42.6;+17 35 40; 5.71; 1.34;  K4III
347.6133;+43.5442;999.0000;+99.0000;218804;23 10 27.2;+43 32 39; 5.94; 0.44;  F5IV
347.9342; +8.7200;999.0000;+99.0000;218918;23 11 44.2;+08 43 12; 5.16; 0.13;  A5Vn
347.9550;+26.8472;999.0000;+99.0000;218935;23 11 49.2;+26 50 50; 6.17; 0.94;  G8III-IV
348.3125;-49.6189;999.0000;+99.0000;219023;23 13 15.0;-49 37 08; 6.80; 0.92;  G8-K0III
348.5275;-62.7000;999.0000;+99.0000;219077;23 14 06.6;-62 42 00; 6.12; 0.79;  G8V
348.1375;+49.4064;999.0000;+99.0000;219080;23 12 33.0;+49 24 23; 4.52; 0.29;  F0V
348.2667;+29.4417;999.0000;+99.0000;219110;23 13 04.0;+29 26 30; 6.35; 0.93;  G8III
348.3208;+57.1683;999.0000;+99.0000;219134;23 13 17.0;+57 10 06; 5.56; 1.01;  K3V
348.3604;+11.0650;999.0000;+99.0000;219139;23 13 26.5;+11 03 54; 5.82; 1.01;  G8III
348.5808; -6.0489;999.0000;+99.0000;219215;23 14 19.4;-06 02 56; 4.22; 1.56;  M1.5III
348.7442;-41.1056;999.0000;+99.0000;219263;23 14 58.6;-41 06 20; 5.77; 1.18;  K2III
348.6675;-10.6886;999.0000;+99.0000;219279;23 14 40.2;-10 41 19; 6.12; 1.49;  K5III
348.5596;+50.6178;999.0000;+99.0000;219290;23 14 14.3;+50 37 04; 6.31;     ;  A0V
348.5904;+29.7717;999.0000;+99.0000;219291;23 14 21.7;+29 46 18; 6.41; 0.45;  F6IV w
348.6521;+24.1031;999.0000;+99.0000;219310;23 14 36.5;+24 06 11; 6.36;     ;  K2III
348.8929; -3.4964;999.0000;+99.0000;219402;23 15 34.3;-03 29 47; 5.55; 0.06;  A3V
348.9729; -9.0878;999.0000;+99.0000;219449;23 15 53.5;-09 05 16; 4.21; 1.11;  K0III
348.9429;+28.2478;999.0000;+99.0000;219477;23 15 46.3;+28 14 52; 6.49; 0.85;  G5II-III
349.2404;-62.0011;999.0000;+99.0000;219482;23 16 57.7;-62 00 04; 5.66; 0.51;  F7V
348.6554;+74.2311;999.0000;+99.0000;219485;23 14 37.3;+74 13 52; 5.84;     ;  A0V
348.9912;+24.7711;999.0000;+99.0000;219487;23 15 57.9;+24 46 16; 6.60; 0.40;  F5V
349.1654;-44.4892;999.0000;+99.0000;219507;23 16 39.7;-44 29 21; 5.92; 1.06;  K1III
349.3575;-58.2358;999.0000;+99.0000;219571;23 17 25.8;-58 14 09; 3.99; 0.40;  F1III
349.7837;-79.4728;999.0000;+99.0000;219572;23 19 08.1;-79 28 22; 6.33; 0.91;  K0III
349.2121; -7.7267;999.0000;+99.0000;219576;23 16 50.9;-07 43 36; 5.06; 1.60;  M3III
348.9075;+70.8881;999.0000;+99.0000;219586;23 15 37.8;+70 53 17; 5.56; 0.24;  F0IV
349.2912; +3.2822;999.0000;+99.0000;219615;23 17 09.9;+03 16 56; 3.69; 0.92;  G9-III:Fe-2
349.1762;+53.2136;999.0000;+99.0000;219623;23 16 42.3;+53 12 49; 5.54; 0.52;  F7V
349.1117;+61.9631;999.0000;+99.0000;219634;23 16 26.8;+61 57 47; 6.53; 0.23;  B0Vn
349.5833;-67.4711;999.0000;+99.0000;219644;23 18 20.0;-67 28 16; 6.13; 1.35;  K2-3III
349.4167;-11.7131;999.0000;+99.0000;219659;23 17 40.0;-11 42 47; 6.34; 0.05;  A1Vn
349.3192;+45.1642;999.0000;+99.0000;219668;23 17 16.6;+45 09 51; 6.43; 1.07;  K0IV
349.4758; -9.1825;999.0000;+99.0000;219688;23 17 54.2;-09 10 57; 4.39;-0.15;  B5V
349.5412;-40.8244;999.0000;+99.0000;219693;23 18 09.9;-40 49 28; 5.53; 0.44;  F5V
349.4362;+49.0153;999.0000;+99.0000;219734;23 17 44.7;+49 00 55; 4.85; 1.67;  M2+IIIBa0.3
349.4837;+45.4889;999.0000;+99.0000;219749;23 17 56.1;+45 29 20; 6.48;-0.03;  B9pSi
352.0154;-87.4822;999.0000;+99.0000;219765;23 28 03.7;-87 28 56; 5.49; 1.27;  K2III
349.7058;-32.5319;999.0000;+99.0000;219784;23 18 49.4;-32 31 55; 4.41; 1.13;  K1III
349.5975;+41.7736;999.0000;+99.0000;219815;23 18 23.4;+41 46 25; 6.02;     ;  A7/8Vm
349.7404; -9.6108;999.0000;+99.0000;219832;23 18 57.7;-09 36 39; 4.98;-0.02;  A0V
349.7779;-13.4589;999.0000;+99.0000;219834;23 19 06.7;-13 27 32; 5.08; 0.80;  G5IV
349.3287;+75.2992;999.0000;+99.0000;219841;23 17 18.9;+75 17 57; 6.38; 0.03;  A2V s
349.8500; -5.1244;999.0000;+99.0000;219877;23 19 24.0;-05 07 28; 5.55; 0.39;  F3IV-V
349.8504;-18.0753;999.0000;+99.0000;219879;23 19 24.1;-18 04 31; 5.93; 1.52; gK3
349.7600;+45.1372;999.0000;+99.0000;219891;23 19 02.4;+45 08 14; 6.50;     ;  A5Vn
349.9300;-33.7081;999.0000;+99.0000;219912;23 19 43.2;-33 42 29; 6.37; 1.30;  K2III
349.6562;+68.1117;999.0000;+99.0000;219916;23 18 37.5;+68 06 42; 4.75; 0.84;  K0III
349.8642;+34.7933;999.0000;+99.0000;219927;23 19 27.4;+34 47 36; 6.32;-0.08;  B8III
349.8742;+48.6253;999.0000;+99.0000;219945;23 19 29.8;+48 37 31; 5.44; 1.03;  K0III
349.9233;+48.3808;999.0000;+99.0000;219962;23 19 41.6;+48 22 51; 6.32; 1.12;  K1III
349.9683;+42.0781;999.0000;+99.0000;219981;23 19 52.4;+42 04 41; 5.79; 1.48;  M0III
350.2083;-50.3067;999.0000;+99.0000;220003;23 20 50.0;-50 18 24; 6.05; 0.42;  F5mDel Del
350.0858; +5.3814;999.0000;+99.0000;220009;23 20 20.6;+05 22 53; 5.05; 1.20;  K2III
350.1704; -5.9081;999.0000;+99.0000;220035;23 20 40.9;-05 54 29; 6.17; 1.07;  K0III
350.1592;+23.7403;999.0000;+99.0000;220061;23 20 38.2;+23 44 25; 4.60; 0.17;  A5Vp
350.0596;+61.9700;999.0000;+99.0000;220074;23 20 14.3;+61 58 12; 6.45;     ;  K1V
350.2067;+30.4150;999.0000;+99.0000;220088;23 20 49.6;+30 24 54; 5.59; 1.50;  M0III
